chave_orcamento,cliente,vendedor,data_orcamento_dt,data_pedido_dt,data_faturamento_dt,teve_revisao,qtd_revisoes,ultima_revisao,status_atual,valor_total,primeira_aparicao_dt,ultima_atualizacao_dt
5695,,,,2026-01-06,2026-01-06,False,0,0,FATURADO,2080.0,2026-01-15 18:00:08,2026-01-15 18:00:08
4,WORLD COMPRESSORES -,ARTHUR,2026-01-05,2026-01-06,2026-01-06,True,1,1,FATURADO,598.0,2026-01-15 18:00:08,2026-01-15 18:00:08
17,PROMAX,MARILENE,2026-01-05,2026-01-06,2026-01-06,True,1,1,FATURADO,3570.0,2026-01-15 18:00:08,2026-01-15 18:00:08
22,ENERG,MARILENE,2026-01-05,2026-01-06,2026-01-06,False,0,0,FATURADO,1190.0,2026-01-15 18:00:08,2026-01-15 18:00:08
28,,,,2026-01-05,2026-01-06,False,0,0,FATURADO,10950.0,2026-01-15 18:00:08,2026-01-15 18:00:08
39,BR MANUTENÇÃO -,ARTHUR,2026-01-05,2026-01-06,2026-01-06,False,0,0,FATURADO,6079.0,2026-01-15 18:00:08,2026-01-15 18:00:08
55,VIENA SIDERURGICA,MARILENE,2026-01-06,2026-01-06,2026-01-06,True,1,1,FATURADO,5320.0,2026-01-15 18:00:08,2026-01-15 18:00:08
8,CANPACK,MARILENE,2026-01-05,2026-01-07,2026-01-07,False,0,0,FATURADO,5094.0,2026-01-15 18:00:08,2026-01-15 18:00:08
23,BETAWORKS,CARLA,2026-01-05,2026-01-06,2026-01-07,False,0,0,FATURADO,943.0,2026-01-15 18:00:08,2026-01-15 18:00:08
67,NRB,MARILENE,2026-01-06,2026-01-06,2026-01-07,False,0,0,FATURADO,2080.0,2026-01-15 18:00:08,2026-01-15 18:00:08
69,SOURTEC,CARLA,2026-01-06,2026-01-07,2026-01-07,False,0,0,FATURADO,1151.0,2026-01-15 18:00:08,2026-01-15 18:00:08
4905,,,,2026-01-08,2026-01-08,False,0,0,FATURADO,1194.0,2026-01-15 18:00:08,2026-01-15 18:00:08
5821,,,,2026-01-08,2026-01-08,False,0,0,FATURADO,5070.0,2026-01-15 18:00:08,2026-01-15 18:00:08
5,ACEPIL,CARLA,2026-01-05,2026-01-07,2026-01-08,True,2,2,FATURADO,8995.2,2026-01-15 18:00:08,2026-01-15 18:00:08
7,METAL CRYO,CARLA,2026-01-05,2026-01-08,2026-01-08,True,1,1,FATURADO,3540.0,2026-01-15 18:00:08,2026-01-15 18:00:08
34,DACARTO,MARILENE,2026-01-05,2026-01-08,2026-01-08,False,0,0,FATURADO,5960.0,2026-01-15 18:00:08,2026-01-15 18:00:08
45,NOFOR,CARLA,2026-01-06,2026-01-08,2026-01-08,False,0,0,FATURADO,1680.0,2026-01-15 18:00:08,2026-01-15 18:00:08
71,CBV,MARILENE,2026-01-06,2026-01-08,2026-01-08,False,0,0,FATURADO,3120.0,2026-01-15 18:00:08,2026-01-15 18:00:08
84,REFRIAC,MARILENE,2026-01-07,2026-01-08,2026-01-08,False,0,0,FATURADO,2661.0,2026-01-15 18:00:08,2026-01-15 18:00:08
101,,,,2026-01-08,2026-01-08,False,0,0,FATURADO,1200.0,2026-01-15 18:00:08,2026-01-15 18:00:08
107,W VENTILADORES,MARILENE,2026-01-08,2026-01-08,2026-01-08,False,0,0,FATURADO,1071.0,2026-01-15 18:00:08,2026-01-15 18:00:08
11,GENWATT,CARLA,2026-01-05,2026-01-08,2026-01-09,False,0,0,FATURADO,450.0,2026-01-15 18:00:08,2026-01-15 18:00:08
103,PALMAR,CARLA,2026-01-08,2026-01-09,2026-01-09,False,0,0,FATURADO,851.6,2026-01-15 18:00:08,2026-01-15 18:00:08
113,RASPER,MARILENE,2026-01-09,2026-01-09,2026-01-09,False,0,0,FATURADO,1126.0,2026-01-15 18:00:08,2026-01-15 18:00:08
117,CL PHILIPS -,ARTHUR,2026-01-09,2026-01-09,2026-01-09,True,1,1,FATURADO,2394.0,2026-01-15 18:00:08,2026-01-15 18:00:08
47,DGC,CARLA,2026-01-06,2026-01-12,2026-01-12,True,1,1,FATURADO,1140.0,2026-01-15 18:00:08,2026-01-15 18:00:08
48,ENERG,MARILENE,2026-01-06,2026-01-12,2026-01-12,False,0,0,FATURADO,1921.0,2026-01-15 18:00:08,2026-01-15 18:00:08
86,ENGEMAQ,MARILENE,2026-01-07,2026-01-09,2026-01-12,False,0,0,FATURADO,4641.0,2026-01-15 18:00:08,2026-01-15 18:00:08
89,PW TECH -,ARTHUR,2026-01-07,2026-01-12,2026-01-12,True,4,4,FATURADO,1972.39,2026-01-15 18:00:08,2026-01-15 18:00:08
123,KRATF,MARILENE,2026-01-09,2026-01-12,2026-01-12,False,0,0,FATURADO,2826.0,2026-01-15 18:00:08,2026-01-15 18:00:08
125,MICROMASTER,MARILENE,2026-01-09,2026-01-12,2026-01-12,False,0,0,FATURADO,14845.0,2026-01-15 18:00:08,2026-01-15 18:00:08
133,WORLD -,ARTHUR,2026-01-12,2026-01-12,2026-01-12,False,0,0,FATURADO,808.0,2026-01-15 18:00:08,2026-01-15 18:00:08
136,KILOWATTS,CARLA,2026-01-12,2026-01-12,2026-01-12,False,0,0,FATURADO,989.0,2026-01-15 18:00:08,2026-01-15 18:00:08
142,NALU,MARILENE,2026-01-12,2026-01-12,2026-01-12,False,0,0,FATURADO,1048.0,2026-01-15 18:00:08,2026-01-15 18:00:08
607,EQUITHERM,MARILENE,2026-01-13,2026-01-13,2026-01-13,True,2,2,FATURADO,6040.0,2026-01-15 18:00:08,2026-01-15 18:00:08
3421,,,,2026-01-12,2026-01-13,False,0,0,FATURADO,14196.0,2026-01-15 18:00:08,2026-01-15 18:00:08
77,COMBUSTOL -,ARTHUR,2026-01-07,2026-01-12,2026-01-13,True,1,1,FATURADO,10940.0,2026-01-15 18:00:08,2026-01-15 18:00:08
111,RODRIAÇO -,ARTHUR,2026-01-08,2026-01-12,2026-01-13,True,1,1,FATURADO,422.95,2026-01-15 18:00:08,2026-01-15 18:00:08
118,COLD ENERGY -,ARTHUR,2026-01-12,2026-01-12,2026-01-13,False,0,0,FATURADO,590.0,2026-01-15 18:00:08,2026-01-15 18:00:08
122,HIDROTUBE,MARILENE,2026-01-09,2026-01-13,2026-01-13,False,0,0,FATURADO,797.2,2026-01-15 18:00:08,2026-01-15 18:00:08
130,ATS,MARILENE,2026-01-12,2026-01-13,2026-01-13,False,0,0,FATURADO,958.0,2026-01-15 18:00:08,2026-01-15 18:00:08
140,NOFOR,CARLA,2026-01-12,2026-01-13,2026-01-13,False,0,0,FATURADO,420.0,2026-01-15 18:00:08,2026-01-15 18:00:08
143,VENTITEC,MARILENE,2026-01-12,2026-01-12,2026-01-13,False,0,0,FATURADO,6272.0,2026-01-15 18:00:08,2026-01-15 18:00:08
144,MZ FLUID,MARILENE,2026-01-12,2026-01-13,2026-01-13,False,0,0,FATURADO,4823.0,2026-01-15 18:00:08,2026-01-15 18:00:08
151,XTEC,MARILENE,2026-01-13,2026-01-13,2026-01-13,True,1,1,FATURADO,5900.0,2026-01-15 18:00:08,2026-01-15 18:00:08
153,ATHIE,ROMULO,2026-01-13,2026-01-13,2026-01-13,False,0,0,FATURADO,776.0,2026-01-15 18:00:08,2026-01-15 18:00:08
157,,,,2026-01-13,2026-01-13,False,0,0,FATURADO,312.0,2026-01-15 18:00:08,2026-01-15 18:00:08
5665,,,,2026-01-14,2026-01-14,False,0,0,FATURADO,2597.0,2026-01-15 18:00:08,2026-01-15 18:00:08
5764,,,,2026-01-14,2026-01-14,False,0,0,FATURADO,622.0,2026-01-15 18:00:08,2026-01-15 18:00:08
112,EMBRAPAC,CARLA,2026-01-09,2026-01-14,2026-01-14,False,0,0,FATURADO,753.4,2026-01-15 18:00:08,2026-01-15 18:00:08
121,ICASA,MARILENE,2026-01-09,2026-01-14,2026-01-14,False,0,0,FATURADO,1560.0,2026-01-15 18:00:08,2026-01-15 18:00:08
127,CBV,CARLA,2026-01-12,2026-01-13,2026-01-14,False,0,0,FATURADO,2136.0,2026-01-15 18:00:08,2026-01-15 18:00:08
129,GIOVANI,CARLA,2026-01-12,2026-01-14,2026-01-14,False,0,0,FATURADO,2617.0,2026-01-15 18:00:08,2026-01-15 18:00:08
165,MEGATECK,MARILENE,2026-01-13,2026-01-13,2026-01-14,False,0,0,FATURADO,1078.0,2026-01-15 18:00:08,2026-01-15 18:00:08
166,ENGETRONIC,CARLA,2026-01-13,2026-01-13,2026-01-14,True,1,1,FATURADO,1379.7,2026-01-15 18:00:08,2026-01-15 18:00:08
185,BMB SOLUÇÕES,MARILENE,2026-01-14,2026-01-14,2026-01-14,False,0,0,FATURADO,3168.0,2026-01-15 18:00:08,2026-01-15 18:00:08
194,,,,2026-01-14,2026-01-14,False,0,0,FATURADO,667.2,2026-01-15 18:00:08,2026-01-15 18:00:08
5900,,,,2026-01-14,2026-01-15,False,0,0,FATURADO,5072.0,2026-01-15 18:00:08,2026-01-15 18:00:08
50,ACEPIL,CARLA,2026-01-06,2026-01-14,2026-01-15,False,0,0,FATURADO,217.8,2026-01-15 18:00:08,2026-01-15 18:00:08
70,CONECTUDO,MARILENE,2026-01-06,2026-01-15,2026-01-15,False,0,0,FATURADO,479.0,2026-01-15 18:00:08,2026-01-15 18:00:08
128,FOXX GAS,CARLA,2026-01-12,2026-01-14,2026-01-15,False,0,0,FATURADO,786.6,2026-01-15 18:00:08,2026-01-15 18:00:08
197,ENGNIC,CARLA,2026-01-14,2026-01-14,2026-01-15,False,0,0,FATURADO,1980.0,2026-01-15 18:00:08,2026-01-15 18:00:08
199,,,,2026-01-14,2026-01-15,False,0,0,FATURADO,535.0,2026-01-15 18:00:08,2026-01-15 18:00:08
203,DLS MAQUINAS,MARILENE,2026-01-14,2026-01-15,2026-01-15,False,0,0,FATURADO,1459.0,2026-01-15 18:00:08,2026-01-15 18:00:08
204,ALMANARA,MARILENE,2026-01-14,2026-01-15,2026-01-15,False,0,0,FATURADO,1631.0,2026-01-15 18:00:08,2026-01-15 18:00:08
205,ALMANARA,MARILENE,2026-01-14,2026-01-15,2026-01-15,False,0,0,FATURADO,1631.0,2026-01-15 18:00:08,2026-01-15 18:00:08
206,ALMANARA,MARILENE,2026-01-14,2026-01-15,2026-01-15,False,0,0,FATURADO,1631.0,2026-01-15 18:00:08,2026-01-15 18:00:08
208,USIMATIC,CARLA,2026-01-14,2026-01-15,2026-01-15,True,1,1,FATURADO,510.0,2026-01-15 18:00:08,2026-01-15 18:00:08
4390,,,,2025-09-23,2026-01-05,False,0,0,FATURADO,16800.0,2026-01-15 18:00:08,2026-01-15 18:00:08
5074,,,,2025-12-23,2026-01-05,False,0,0,FATURADO,4139.0,2026-01-15 18:00:08,2026-01-15 18:00:08
5345,,,,2025-11-14,2026-01-05,False,0,0,FATURADO,5024.0,2026-01-15 18:00:08,2026-01-15 18:00:08
5184,,,,2025-11-26,2026-01-06,False,0,0,FATURADO,32706.0,2026-01-15 18:00:08,2026-01-15 18:00:08
5562,,,,2025-11-28,2026-01-06,False,0,0,FATURADO,6570.0,2026-01-15 18:00:08,2026-01-15 18:00:08
5733,,,,2025-12-09,2026-01-06,False,0,0,FATURADO,19370.0,2026-01-15 18:00:08,2026-01-15 18:00:08
5740,,,,2025-12-18,2026-01-06,False,0,0,FATURADO,606.0,2026-01-15 18:00:08,2026-01-15 18:00:08
5870,,,,2025-12-18,2026-01-14,False,0,0,FATURADO,890.0,2026-01-15 18:00:08,2026-01-15 18:00:08
5158,,,,2026-01-16,2026-01-16,False,0,0,FATURADO,1282.8,2026-01-16 16:53:26,2026-01-16 16:53:26
239,HIDRAUSUPER,MARILENE,2026-01-16,,,False,0,0,ORCAMENTO,1490.0,2026-01-16 16:53:26,2026-01-16 16:53:26
240,CBV,CARLA,2026-01-16,,,False,0,0,ORCAMENTO,1008.0,2026-01-16 16:53:26,2026-01-16 16:53:26
241,ACEPIL,MARILENE,2026-01-16,,,False,0,0,ORCAMENTO,2598.0,2026-01-16 16:53:26,2026-01-16 16:53:26
242,ORANIO,CARLA,2026-01-16,,,False,0,0,ORCAMENTO,1563.59,2026-01-16 16:53:26,2026-01-16 16:53:26
243,,,,2026-01-16,,False,0,0,PEDIDO,31161.0,2026-01-16 16:53:26,2026-01-16 16:53:26
244,CHAMA,CARLA,2026-01-16,,,False,0,0,ORCAMENTO,2520.0,2026-01-16 16:53:26,2026-01-16 16:53:26
245,ASSISTECH,CARLA,2026-01-16,2026-01-19,2026-01-19,False,0,0,FATURADO,5400.0,2026-01-16 16:53:26,2026-01-21 16:59:32
246,NOVA TECNOLOGIA,CARLA,2026-01-16,,,False,0,0,ORCAMENTO,22817.2,2026-01-16 16:53:26,2026-01-16 16:53:26
247,F SANTOS,CARLA,2026-01-16,,,False,0,0,ORCAMENTO,24772.0,2026-01-16 16:53:26,2026-01-16 16:53:26
248,INMAR,MARILENE,2026-01-16,,,False,0,0,ORCAMENTO,544.0,2026-01-16 16:53:26,2026-01-16 16:53:26
249,SET POINT,CARLA,2026-01-16,,,False,0,0,ORCAMENTO,3100.0,2026-01-16 16:53:26,2026-01-16 16:53:26
250,EKO,MARILENE,2026-01-16,,,False,0,0,ORCAMENTO,547.0,2026-01-16 16:53:26,2026-01-16 16:53:26
251,ACEPIL,CARLA,2026-01-16,,,False,0,0,ORCAMENTO,2916.0,2026-01-16 16:53:26,2026-01-16 16:53:26
252,CBV,CARLA,2026-01-16,,,False,0,0,ORCAMENTO,373.2,2026-01-16 16:53:26,2026-01-16 16:53:26
253,JESSIKA,ROMULO,2026-01-16,,,False,0,0,ORCAMENTO,4036.0,2026-01-16 16:53:26,2026-01-16 16:53:26
254,MICROMASTER,MARILENE,2026-01-16,,,False,0,0,ORCAMENTO,5400.0,2026-01-16 16:53:26,2026-01-16 16:53:26
255,BVI,MARILENE,2026-01-16,2026-01-20,2026-01-20,False,0,0,FATURADO,5378.0,2026-01-16 16:53:26,2026-01-21 16:59:32
256,,,,2026-01-16,,False,0,0,PEDIDO,6570.0,2026-01-16 16:53:26,2026-01-16 16:53:26
257,MADUREIRA,MARILENE,2026-01-16,,,False,0,0,ORCAMENTO,9444.0,2026-01-16 16:53:26,2026-01-16 16:53:26
258,ACEPIL,MARILENE,2026-01-16,,,False,0,0,ORCAMENTO,3546.0,2026-01-16 16:53:26,2026-01-16 16:53:26
259,,,2026-01-16,,,False,0,0,ORCAMENTO,1520.0,2026-01-16 16:53:26,2026-01-16 16:53:26
260,FAZZOLO,MARILENE,2026-01-16,,,False,0,0,ORCAMENTO,530.0,2026-01-16 16:53:26,2026-01-16 16:53:26
261,ACQUALUR,CARLA,2026-01-16,,,False,0,0,ORCAMENTO,840.0,2026-01-16 16:53:26,2026-01-16 16:53:26
262,ARCHEA,CARLA,2026-01-16,2026-01-19,2026-01-19,False,0,0,FATURADO,2300.0,2026-01-16 16:53:26,2026-01-21 16:59:32
263,BULLS PET,CARLA,2026-01-16,,,False,0,0,ORCAMENTO,2636.0,2026-01-16 16:53:26,2026-01-16 16:53:26
264,FRANIK,CARLA,2026-01-16,,,False,0,0,ORCAMENTO,1641.25,2026-01-16 16:53:26,2026-01-16 16:53:26
265,CHAMA,CARLA,2026-01-16,2026-01-20,2026-01-20,False,0,0,FATURADO,4403.25,2026-01-16 16:53:26,2026-01-21 16:59:32
266,ACEPIL,MARILENE,2026-01-16,,,False,0,0,ORCAMENTO,56592.0,2026-01-16 16:53:26,2026-01-16 16:53:26
267,,,2026-01-16,,,False,0,0,ORCAMENTO,2738.0,2026-01-16 16:53:26,2026-01-16 16:53:26
268,INMAR,MARILENE,2026-01-16,,,False,0,0,ORCAMENTO,2984.0,2026-01-16 16:53:26,2026-01-16 16:53:26
269,DGC,CARLA,2026-01-16,,,False,0,0,ORCAMENTO,710.0,2026-01-16 16:53:26,2026-01-16 16:53:26
5783,,,,2025-12-19,2026-01-16,False,0,0,FATURADO,440.0,2026-01-16 16:53:26,2026-01-16 16:53:26
270,TM INST GAS GLP,MARILENE,2026-01-16,,,False,0,0,ORCAMENTO,2960.4,2026-01-21 16:59:32,2026-01-21 16:59:32
271,BVI,MARILENE,2026-01-16,,,False,0,0,ORCAMENTO,650.0,2026-01-21 16:59:32,2026-01-21 16:59:32
272,CBV,CARLA,2026-01-19,,,False,0,0,ORCAMENTO,909.0,2026-01-21 16:59:32,2026-01-21 16:59:32
273,FIEDLER,CARLA,2026-01-19,,,False,0,0,ORCAMENTO,1387.0,2026-01-21 16:59:32,2026-01-21 16:59:32
275,ALCONEX,ROMULO,2026-01-19,,,False,0,0,ORCAMENTO,33.0,2026-01-21 16:59:32,2026-01-21 16:59:32
276,ATTC,CARLA,2026-01-19,,,False,0,0,ORCAMENTO,2980.0,2026-01-21 16:59:32,2026-01-21 16:59:32
277,ACEPIL,CARLA,2026-01-19,,,False,0,0,ORCAMENTO,1977.6,2026-01-21 16:59:32,2026-01-21 16:59:32
278,ABS SISTEMAS,CARLA,2026-01-19,,,False,0,0,ORCAMENTO,637.0,2026-01-21 16:59:32,2026-01-21 16:59:32
280,A MACHADO,CARLA,2026-01-19,,,False,0,0,ORCAMENTO,600.0,2026-01-21 16:59:32,2026-01-21 16:59:32
281,ENGEPRESS,MARILENE,2026-01-19,,,False,0,0,ORCAMENTO,19740.0,2026-01-21 16:59:32,2026-01-21 16:59:32
282,ADATA,CARLA,2026-01-19,,,False,0,0,ORCAMENTO,5953.5,2026-01-21 16:59:32,2026-01-21 16:59:32
284,,,2026-01-19,,,False,0,0,ORCAMENTO,0.0,2026-01-21 16:59:32,2026-01-21 16:59:32
285,ACEPIL,CARLA,2026-01-19,,,False,0,0,ORCAMENTO,3327.0,2026-01-21 16:59:32,2026-01-21 16:59:32
286,TISI -,ROMULO,2026-01-19,,,True,2,2,ORCAMENTO,12048.0,2026-01-21 16:59:32,2026-01-21 16:59:32
287,VECTOR -,ARTHUR,2026-01-19,,,False,0,0,ORCAMENTO,9600.0,2026-01-21 16:59:32,2026-01-21 16:59:32
289,CRS,CARLA,2026-01-20,,,False,0,0,ORCAMENTO,2880.0,2026-01-21 16:59:32,2026-01-21 16:59:32
290,VALMINAS,CARLA,2026-01-20,,,False,0,0,ORCAMENTO,4054.0,2026-01-21 16:59:32,2026-01-21 16:59:32
291,GBV,CARLA,2026-01-20,,,False,0,0,ORCAMENTO,658.4,2026-01-21 16:59:32,2026-01-21 16:59:32
292,ACEPIL,CARLA,2026-01-20,,,False,0,0,ORCAMENTO,285.6,2026-01-21 16:59:32,2026-01-21 16:59:32
293,ACEPIL,CARLA,2026-01-20,,,False,0,0,ORCAMENTO,497.4,2026-01-21 16:59:32,2026-01-21 16:59:32
294,ACEPIL,CARLA,2026-01-20,,,False,0,0,ORCAMENTO,2294.0,2026-01-21 16:59:32,2026-01-21 16:59:32
295,ACEPIL -,ARTHUR,2026-01-20,,,True,1,1,ORCAMENTO,1174.0,2026-01-21 16:59:32,2026-01-21 16:59:32
296,ACEPIL -,ARTHUR,2026-01-20,,,False,0,0,ORCAMENTO,3780.0,2026-01-21 16:59:32,2026-01-21 16:59:32
297,TECUMSEH -,ARTHUR,2026-01-20,,,False,0,0,ORCAMENTO,799.0,2026-01-21 16:59:32,2026-01-21 16:59:32
298,SEW EURODRIVE -,ARTHUR,2026-01-20,,,False,0,0,ORCAMENTO,2654.0,2026-01-21 16:59:32,2026-01-21 16:59:32
299,SALLA -,ARTHUR,2026-01-20,2026-01-21,,True,1,1,PEDIDO,2304.0,2026-01-21 16:59:32,2026-01-21 16:59:32
300,RIMAR,CARLA,2026-01-21,,,False,0,0,ORCAMENTO,4655.77,2026-01-21 16:59:32,2026-01-21 16:59:32
301,ACEPIL,CARLA,2026-01-21,,,False,0,0,ORCAMENTO,588.0,2026-01-21 16:59:32,2026-01-21 16:59:32
302,MH EQUIP,CARLA,2026-01-21,,,False,0,0,ORCAMENTO,450.0,2026-01-21 16:59:32,2026-01-21 16:59:32
303,DINAMICA -,ARTHUR,2026-01-21,,,False,0,0,ORCAMENTO,9888.0,2026-01-21 16:59:32,2026-01-21 16:59:32
304,ACEPIL,CARLA,2026-01-21,,,False,0,0,ORCAMENTO,1311.0,2026-01-21 16:59:32,2026-01-21 16:59:32
305,,,,2026-01-21,,False,0,0,PEDIDO,2017.6,2026-01-21 16:59:32,2026-01-21 16:59:32
306,,,,2026-01-21,,False,0,0,PEDIDO,2120.0,2026-01-21 16:59:32,2026-01-21 16:59:32
308,ACEPIL,CARLA,2026-01-21,,,False,0,0,ORCAMENTO,2205.0,2026-01-21 16:59:32,2026-01-21 16:59:32
309,,,2026-01-21,,,False,0,0,ORCAMENTO,1664.0,2026-01-21 16:59:32,2026-01-21 16:59:32
310,LAR,CARLA,2026-01-21,,,False,0,0,ORCAMENTO,3048.0,2026-01-21 16:59:32,2026-01-21 16:59:32
311,ALEXMAR -,ARTHUR,2026-01-21,,,False,0,0,ORCAMENTO,832.0,2026-01-21 16:59:32,2026-01-21 16:59:32
312,M3 ARAMADOS,MARILENE,2026-01-21,2026-01-21,,False,0,0,PEDIDO,1536.0,2026-01-21 16:59:32,2026-01-21 16:59:32
313,KJOULE,CARLA,2026-01-21,,,True,1,1,ORCAMENTO,1972.2,2026-01-21 16:59:32,2026-01-21 16:59:32
314,ARTEC -,ARTHUR,2026-01-21,,,False,0,0,ORCAMENTO,1492.0,2026-01-21 16:59:32,2026-01-21 16:59:32
315,DIGISENSOR,MARILENE,2026-01-21,,,False,0,0,ORCAMENTO,2607.0,2026-01-21 16:59:32,2026-01-21 16:59:32
316,DMB,CARLA,2026-01-21,,,False,0,0,ORCAMENTO,840.0,2026-01-21 16:59:32,2026-01-21 16:59:32
317,POSTO MIME -,ARTHUR,2026-01-21,,,False,0,0,ORCAMENTO,2948.0,2026-01-21 16:59:32,2026-01-21 16:59:32
318,BVI,MARILENE,2026-01-21,,,False,0,0,ORCAMENTO,1950.0,2026-01-21 16:59:32,2026-01-21 16:59:32
319,BETAWORKS -,ARTHUR,2026-01-21,,,False,0,0,ORCAMENTO,5266.8,2026-01-21 16:59:32,2026-01-21 16:59:32
320,AÇOS VITAL -,ARTHUR,2026-01-21,,,False,0,0,ORCAMENTO,663.0,2026-01-21 16:59:32,2026-01-21 16:59:32
321,JH HIDRÁULICA,ROMULO,2026-01-21,,,False,0,0,ORCAMENTO,23680.0,2026-01-21 16:59:32,2026-01-21 16:59:32
322,SOLUTIE,MARILENE,2026-01-21,2026-01-21,,False,0,0,PEDIDO,15132.0,2026-01-21 16:59:32,2026-01-21 16:59:32
323,ANGULOS,MARILENE,2026-01-21,,,False,0,0,ORCAMENTO,605.0,2026-01-21 16:59:32,2026-01-21 16:59:32
324,DR AIR -,ARTHUR,2026-01-21,,,False,0,0,ORCAMENTO,547.0,2026-01-21 16:59:32,2026-01-21 16:59:32
325,SYSTEM -,ARTHUR,2026-01-21,,,False,0,0,ORCAMENTO,1086.0,2026-01-21 16:59:32,2026-01-21 16:59:32
326,TC SOLUCOES,CARLA,2026-01-21,,,False,0,0,ORCAMENTO,2925.0,2026-01-21 16:59:32,2026-01-21 16:59:32
327,QUADRILHA FUMAÇA,CARLA,2026-01-21,,,False,0,0,ORCAMENTO,2750.4,2026-01-21 16:59:32,2026-01-21 16:59:32
328,ABS SISTEMAS,CARLA,2026-01-21,,,False,0,0,ORCAMENTO,4308.0,2026-01-21 16:59:32,2026-01-21 16:59:32
329,ACEPIL,CARLA,2026-01-21,,,False,0,0,ORCAMENTO,1198.8,2026-01-21 16:59:32,2026-01-21 16:59:32
330,LUCIANO DE SOUZA,MARILENE,2026-01-21,,,False,0,0,ORCAMENTO,0.0,2026-01-21 16:59:32,2026-01-21 16:59:32
331,ABC FERRAZ,MARILENE,2026-01-21,,,False,0,0,ORCAMENTO,904.0,2026-01-21 16:59:32,2026-01-21 16:59:32
332,,,2026-01-21,,,False,0,0,ORCAMENTO,0.0,2026-01-21 16:59:32,2026-01-21 16:59:32
274,GAS SEG -,ARTHUR,2026-01-19,2026-01-19,2026-01-19,False,0,0,FATURADO,1080.35,2026-01-21 16:59:32,2026-01-21 16:59:32
5819,,,,2026-01-19,2026-01-20,False,0,0,FATURADO,1872.0,2026-01-21 16:59:32,2026-01-21 16:59:32
279,,GGALAN,2026-01-19,2026-01-20,2026-01-20,False,0,0,FATURADO,5400.0,2026-01-21 16:59:32,2026-01-21 16:59:32
288,,,,2026-01-19,2026-01-20,False,0,0,FATURADO,2472.0,2026-01-21 16:59:32,2026-01-21 16:59:32
4634,,,,2026-01-19,2026-01-21,False,0,0,FATURADO,873.9,2026-01-21 16:59:32,2026-01-21 16:59:32
4925,POPI -,ARTHUR,2026-01-20,2026-01-21,2026-01-21,True,1,1,FATURADO,560.0,2026-01-21 16:59:32,2026-01-21 16:59:32
4979,,,,2026-01-21,2026-01-21,False,0,0,FATURADO,13280.0,2026-01-21 16:59:32,2026-01-21 16:59:32
5888,,,,2026-01-21,2026-01-21,False,0,0,FATURADO,1117.2,2026-01-21 16:59:32,2026-01-21 16:59:32
283,PACKNOLOGY,MARILENE,2026-01-19,2026-01-19,2026-01-21,False,0,0,FATURADO,2337.0,2026-01-21 16:59:32,2026-01-21 16:59:32
307,JG,MARILENE,2026-01-21,2026-01-21,2026-01-21,False,0,0,FATURADO,1152.0,2026-01-21 16:59:32,2026-01-21 16:59:32
5498,,,,2025-11-28,2026-01-19,False,0,0,FATURADO,44970.0,2026-01-21 16:59:32,2026-01-21 16:59:32
